Date,User,Tweet,Retweet
2022-12-27 00:30:57+00:00,partodariyanto,"@moonxbt_id Keren, GG meramaikan suasana Piala Dunia 2022 #MoonXBT",0
2022-12-27 00:26:56+00:00,FlashSukan,"Mungkin boleh diibaratkan Messi dan Mbappe masa Piala Dunia Qatar

#FaisalHalim #gol #TeerasilDangda

https://t.co/hjdLbPl4mZ https://t.co/05zyqk4cMy",1
2022-12-27 00:26:49+00:00,gayuhanaya,@moonxbt_id Momen menarik dalam rangka Piala Dunia #MoonXBT,0
2022-12-27 00:25:13+00:00,Sipala15,"@gabut_mang @utdfocusid @ManUtd Iya baru lampu ijo doang, tp emyu belum nge bid + ten hag msih ragu soalnya dia bukan 9 murni, klo ten hag niat gakpo, abis piala dunia langsung di bid si gakpo, tp nyata nya kagak kan",0
2022-12-27 00:23:54+00:00,harus_kamutahu,#news #berita #fakta #indonesia #viral #beritaterkini 8 stadion mewah dan canggih Piala Dunia Qatar 2022 https://t.co/O8UnnkwcVW,0
2022-12-27 00:18:47+00:00,gilangpwardhana,Merindukan suasana piala dunia ternyata..,0
2022-12-27 00:17:56+00:00,AtletMalaysia,Skuad Piala Dunia Maghribi jadi inspirasi pasukan Haq di MLBB M4 Jakarta https://t.co/2PFrFaS2Oj,1
2022-12-27 00:16:20+00:00,bagusandrian,Kangen euforia piala dunia,0
2022-12-27 00:15:43+00:00,The_RedsIndo,"Cody Gakpo saat ini adalah top skor Eredivisie dengan 9 gol. Ia juga memimpin top assist dengan 12 assist. Ia juga adalah top skor Timnas Belanda di Piala Dunia dengan 3 gol.

£37 juta, PSV baik banget 🥹 https://t.co/K8g89POtug",128
2022-12-27 00:14:13+00:00,fallhunt_,Komoditas panas Piala Dunia mulai laku✅ https://t.co/iTs6kwxM1p,0
2022-12-27 00:11:45+00:00,ChristantoTanto,@jelita01ange Habis piala dunia lanjut ke Indonesia... Karena Maroko kalah bersaing dibilang sudah diseting...,1
2022-12-27 00:10:54+00:00,fansharustau,"Pemain keturunan Indonesia, Van Bronchost   mnjadi kapten Belanda&amp;berhasil mencapai   babakfinal piala dunia Ibunya adalah orang   Saparua,",0
2022-12-27 00:10:41+00:00,okezonenews,"5 Pesepakbola Bintang Piala Dunia 2022 yang Segera Pindah Klub pada Januari 2023, Nomor 1 Cody Gakpo! #LengkapCepatBeritanya #Bola #SepakBola #SepakbolaDunia #BolaDunia . https://t.co/w6K7hxeqTe",0
2022-12-27 00:10:30+00:00,medcom_id,"Liverpool dikabarkan tengah mengincar pemain muda terbaik Piala Dunia 2022 yang juga pemain timnas Argentina, Enzo Fernandez. Bahkan, Fernandez disebut-sebut sebagai buruan utama The Reds pada bursa transfer Januari mendatang

#MedcomID

https://t.co/pDB9vdajZ4",0
2022-12-27 00:09:05+00:00,idntimes,"VAR Final Piala Dunia 2022: Wasit Jeli, Tak Berpihak ke Argentina https://t.co/4bmNHPHomp",0
2022-12-27 00:07:32+00:00,Lodeh_kluweh,"@utdfocusid Cari cari , di piala dunia kemaren kyknya ada 🤣🤣",0
2022-12-27 00:06:34+00:00,tvOneNews,"Usai Bawa Kemenangan Piala Dunia 2022, Legenda Sepakbola Lionel Messi Dielukan Penggemar Hingga Antre Pasang Tatto https://t.co/hwy8WfIBOA",1
2022-12-26 23:55:34+00:00,Bahrudiiiiiiiin,@idextratime doi pengen duel lagi sama Licha gegara habis diejek di Piala dunia kmrn,0
2022-12-26 23:50:55+00:00,fansharustau,Bola dan sepatu buatan Indonesia digunakan   untuk piala dunia.,0
2022-12-26 23:49:31+00:00,escndrazd,"Odegaard ni improve banyak gila lepas Piala Dunia. Bagus bagus, senyum Atok Wenger sarapan roti canai.",0
2022-12-26 23:47:58+00:00,fajarMSyarif,"Bisa-bisanya padahal dari Piala Dunia udah banyak rumor ke MU, gak berharap jg sih dia. Tapi liat tadi malem Ox maen di kiri dan gak ngapa-ngapain, rasanya Klopp tau Liverpool lagi krisis penyerang. Apalagi Diaz, Jota, sama Firman lagi cedera. Lanjut lah, gelandang sekalian haha https://t.co/2sUjspIbDY",0
2022-12-26 23:45:00+00:00,Bolanet,"Kesuksesan Argentina Jadi Juara Piala Dunia 2022 Ini Disambut Positif Oleh Bos Liverpool, Jurgen Klopp https://t.co/LCR9xRo3R0",1
2022-12-26 23:44:15+00:00,AreaPenalty,Tim sepak bola India menarik diri dari Piala Dunia 1950 karena mereka tidak diizinkan bermain tanpa sepatu,0
2022-12-26 23:32:33+00:00,De_Liput,"MU Gigit Jari, Bintang Piala Dunia 2022 Pilih Gabung Liverpool https://t.co/ODV4p3XRQ5",4
2022-12-26 23:25:43+00:00,malakmalakmal,"Piala Dunia, Hari Ibu dan Natal, kita rapel bahasannya pagi ini! https://t.co/d4Ry85Ugiw",8
2022-12-26 23:25:01+00:00,henrisabastian1,"@InfosuporterID Apa saja kejuaraan yg telah dicapai?Juara  tingkat Asean? Juara tingkat Asia? Masuk mjadi tim piala dunia wilayah Asia?
Kalo menang dgn Brunei sdh jadi ukuran prestasi....ya wasalam dah.
@PSSI",0
2022-12-26 23:24:19+00:00,ggukyeomi,"woi bagus lagunya, vibes lagunya kek piala dunia gitu gasi skshdjd cocok soalnya https://t.co/kiUrLGypz0",0
2022-12-26 23:20:54+00:00,fansharustau,"Indonesia merupakan wakil Asia pertama yang   berlaga di Piala Dunia FIFA, tepatnya pada  Fifa   World Cup 1938 dengan nama Hindia  Belanda",0
2022-12-26 23:20:12+00:00,rezakaisar3,@kimdeyoo17 @idextratime Valencia akan meminjam stadion Ciutat de Valencia jika Mestalla direnovasi untuk Piala Dunia 2030,0
2022-12-26 23:18:04+00:00,Box2BoxBola,"Bukan gabung Man United, tapi berlabuh ke Liverpool.

Bintang Belanda di Piala Dunia 2022, Cody Gakpo resmi berseragam The Reds.

Tanggapannya? 👀

#YNWA https://t.co/VlZTUmXb40",23
2022-12-26 23:15:00+00:00,yud1ka,"Tampil ciamik bersama Belanda di Piala Dunia 2022, Coady Gakpo akan merapat ke Liverpool pada bursa transfer Januari 2023. Saat ini pembicaraan tengah berlangsung (@FabrizioRomano ) https://t.co/VN9Xhy5Njs",0
2022-12-26 23:14:14+00:00,AreaPenalty,Just Fontaine (Prancis) adalah pencetak gol terbanyak dalam 1 gelaran piala dunia pada Piala Dunia 1958 sebanyak 13 Gol.,0
2022-12-26 23:12:08+00:00,liputan6dotcom,"MU Gigit Jari, Bintang Piala Dunia 2022 Pilih Gabung Liverpool https://t.co/TCNvjUj9SR",1
2022-12-26 23:11:57+00:00,The_RedsIndo,Siapa bilang Liverpool gada striker yang nyekor di Piala Dunia? 😠😠 https://t.co/S3DkJxSw1X,11
2022-12-26 23:11:20+00:00,_____r__baraas,"#9787d1 - (151, 135, 209) #7f29f6 - (127, 41, 246) #ba35de - (186, 53, 222) #bc983c - (188, 152, 60) #eefd8c - (238, 253, 140) Maroko Ke Semi Final Piala Dunia 2022 Qatar - Coba cek ini deh, Twibbonize Maroko Ke Semi Final Piala Dunia 2022 Qatar melalui link (part 1)",0
2022-12-26 23:10:40+00:00,Wkwkwk3026,@Askrlfess Pencetak gol piala dunia?,0
2022-12-26 23:05:15+00:00,PsBFerdy,"@IDGoonerscom ""baru juga 1 match, matchday ke 5 juga udah turun""
""belom juga 10 match udh berasa juara liga""
""liat arsenal ada dipucuk itu kaya liat gajah duduk diatas pohon""
""oktober juga udah longsor""
""November juga habis bensin""
""Setelah piala dunia juga udah balik ke setelan pabrik""",3
2022-12-26 22:52:44+00:00,korangala,Liverpool Sikat Aston Villa di Laga Pembuka Lanjutan Liga Inggris Usai Piala Dunia 2022 Qatar https://t.co/8klot9uCSt,0
2022-12-26 22:43:23+00:00,BIGREDSBekasi,"Gol perdana dari Bajčetić mewarnai kemenangan pertama Liverpool setelah break Piala Dunia.

#BIGREDSBekasi 
#YNWA https://t.co/9U6z5lie0N",0
2022-12-26 22:33:16+00:00,Arenanews1,"Hasil Liga Inggris – Tak Ada Kiper Jagoan Piala Dunia 2022, Liverpool Bikin Aston Villa Merana – Semua Halaman – Bolasport – https://t.co/eCi12PfCwt – #Arenanews #Kamidi #Opsiminfo-https://t.co/Mw1MiTiYNh",0
2022-12-26 22:29:41+00:00,rikagami1,#news #berita #fakta #indonesia #viral #beritaterkini 8 stadion mewah dan canggih Piala Dunia Qatar 2022 https://t.co/RG80hf10r8,0
2022-12-26 22:28:35+00:00,kopimanisyo,"Hasil Liga Inggris – Tak Ada Kiper Jagoan Piala Dunia 2022, Liverpool Bikin Aston Villa Merana – Semua Halaman – Bolasport – https://t.co/c8VXiGRI4A – #Arenanews #Kamidi #Opsiminfo https://t.co/f18kkKX5Tq",0
2022-12-26 22:25:58+00:00,aslamnatsir,@DoniiIndraHadi @idextratime Bego Saka maennya keren banget maennya di Piala Dunia kemaren dibanding mount,0
2022-12-26 22:20:57+00:00,irhamhafidz_,Cara main Gakpo di Piala Dunia bersama Belanda yang membuat saya yakin dia sangat cocok bermain di Liverpool https://t.co/kfw9UoahaN,0
2022-12-26 22:20:54+00:00,fansharustau,"Carlos Caszely (pemain Chili) adalah pemain yang   terkena kartu merah pertama di Piala Dunia,   tepatnya pada 14 Juni 1974",0
2022-12-26 22:19:40+00:00,arifgilang_,"Yang bilang Arsenal bakal hancur beres Piala Dunia, maju lo sini satu-satu!!

Premier League is coming home. 🔥😎 https://t.co/hX0pwo5mn5",0
2022-12-26 22:16:30+00:00,rezakaisar3,"Dari tahun 1930 sampai 2022, jumlah penonton Piala Dunia adalah 43.974.857 dengan rata-rata 45.617 per pertandingan",0
2022-12-26 22:15:46+00:00,FauziRe27907636,@theflankerID Nunez tetap konsisten dari piala dunia. Respect,0
2022-12-26 22:14:07+00:00,Shahzorla,Odegaard ni macam lepas geram tak main Piala Dunia pun ya juga.,0
2022-12-26 22:12:53+00:00,rezakaisar3,"Menurut buku panduan Piala Dunia 2014 yang diterbitkan oleh Carlton Books (UK), bahwa tulisan peserta Piala Dunia 2002 adalah RRT, bukan China",0
2022-12-26 22:10:36+00:00,RtoSlot88,"RTO88 Agen Betting SLOT Terlengkap Dengan Provider Terbaik
Hanya dengan Deposit 10.000 Anda sudah bisa 
DP pulsa tan[a potongan 
Mainkan Geme di RTO88
Link Daftar : https://t.co/2SyoxpwQso
#jadwalbola #pialadunia #olahraga #kabarbola #pialadunia2022 #viral #kebayamerahfullvideo https://t.co/p2dZQquuCF",0
2022-12-26 22:08:36+00:00,Mohammadyusron_,@FaktaSepakbola lah kemarin pas piala dunia katanya mau ke MU malah deal ke Liverpool wkwkwkw,1
2022-12-26 22:04:09+00:00,tvOneNews,Erdogan Sebut Ronaldo Jadi Korban Politik di Piala Dunia 2022 Karena Dukung Palestina https://t.co/q3qi2mVYgD,87
2022-12-26 22:04:07+00:00,katakinidotcom,Menang Piala Dunia 2022 Ini Cara Lionel Messi Rayakan Natal Bersama Keluarga https://t.co/nrHDgkNLsn,0
2022-12-26 22:02:55+00:00,Mady_Aveiro,@iqbalpirawaa @arsenalskitchen @IDGoonerscom Hahaha terlalu lama liburan break piala dunia jadi akurasi shoot menurun 🤣 anggap aja pemanasan 🤣,0
2022-12-26 22:02:17+00:00,mastnut,Lahh perasaan kemaren piala dunia yang rame fans klub northwest yang satunya https://t.co/oZMEAibPrL,0
2022-12-26 21:45:52+00:00,gamaladnando,"Saking gabisa berkata-kata buat lo yang super hebat, karena hasil kerja keras, lo bisa sampe Piala Dunia

Gua cuma bisa kasih emot api ya Rak ""🔥"" https://t.co/2B8fIGZwom",0
2022-12-26 21:27:44+00:00,BeritakiniB,"Bola sepak: Soccer-Conte berkata tidak ada keraguan tentang respons Kane terhadap kesedihan Piala Dunia - https://t.co/NmQUUB4bSy

                &lt;!-- Content data",0
2022-12-26 21:14:38+00:00,yan_sogi,Habis piala dunia terbitlah epl.,0
2022-12-26 21:07:34+00:00,katakinidotcom,Erdogan Sebut Ronaldo Jadi Cadangan di Piala Dunia 2022 Gara gara Larangan Politik https://t.co/RXsCbUaPnh,0
2022-12-26 21:00:36+00:00,labola_Indo,"Selamat pagi , Selamat Pagi Sepakbolaan Indonesia yakin suatu saat bisa ikut Piala Dunia #OptimisIndonesia",0
2022-12-26 20:56:22+00:00,VicTargaryen998,"Meskipun kaga memenangkan gelar apa pun bersama Barça beberapa tahun terakhir dan kegagalan di Jerman di Piala Dunia, MATS bangga dengan penampilannya musim ini dengan barca dan ""Saya tidak ragu bahwa musim ini akan menjadi musim yg baik untuk barca” @diarioas https://t.co/YrcdLja0ml",0
2022-12-26 20:53:09+00:00,AdityaGOArsenal,@IDGoonerscom Arsenal sedang goblok setelah piala dunia,0
2022-12-26 20:43:31+00:00,sportalavista,"Info Bola : Melihat Penampilan Mario Aji di Paruh Musim Moto3 2022 
Sportalavista - Mario Aji merupakan satu-satunya pembalap muda Indonesia yang mendapatkan kesempatan tampil di ajang balap motor https://t.co/RFiyC3dep9 #beritaolahraga #pialadunia #infobola #worldcup #agenbola",0
2022-12-26 20:22:19+00:00,fitrimaryana5,"Cari Penghasilan Tambahan Dari Hobi Jadi Uang
KICAU4D Mau Nawarin Promo Website
Mau Bet Bola | Poker | Slot | Casino | Tangkas | Togel Di KICAU4D
SEMUA BANK ONLINE 24 JAM
Tersedia Bonus Deposit + New Member 
SPONSOR RESMI PIALA DUNIA WORLD CUP 2022
WA : +855965549186 kicauwin,com https://t.co/Y2QS3q6DMs",0
2022-12-26 20:21:37+00:00,fitrimaryana5,"Cari Penghasilan Tambahan Dari Hobi Jadi Uang
KICAU4D Mau Nawarin Promo Website
Mau Bet Bola | Poker | Slot | Casino | Tangkas | Togel Di KICAU4D
SEMUA BANK ONLINE 24 JAM
Tersedia Bonus Deposit + New Member 
SPONSOR RESMI PIALA DUNIA WORLD CUP 2022
WA : +855965549186 kicauwin,com https://t.co/i5zLatDMd9",0
2022-12-26 20:20:21+00:00,js_xoo,@BastPakpahan @idextratime Saat negara lain bertarung betulan di piala dunia.. kita liat ada Indonesia di pialanya saja dah Happy.. bangga 😭😭,0
2022-12-26 20:19:00+00:00,RSchuler10,"Selamat kepada Jungkook dari @BTS_twt yang mendapat pujian dari Presiden FIFA, Gianni Infantino, di akhir Piala Dunia 2022! Terima kasih sudah menginspirasi dunia dengan musik dan karya-karyam 
 
 https://t.co/N01YAczVtT  
 
 #jungkook",1
2022-12-26 20:01:16+00:00,Targaryen_LFC,Fabinho musim ini sebelum dan sesudah piala dunia beda 180°,0
2022-12-26 19:55:36+00:00,rikagami1,#news #berita #fakta #indonesia #viral #beritaterkini arti maskot piala dunia 2022 https://t.co/2v7fZsb4EZ,0
2022-12-26 19:50:28+00:00,ivooxid,Conte Komplain Liga Inggris Bergulir Terlalu Cepat Usai Ajang Piala Dunia https://t.co/a36SVX2Sx9,0
2022-12-26 19:46:41+00:00,kripto11indo,"Prediksi indo11 Matchday Ke-17 LIGA PREMIER INGGRIS Musim 2022/23: MANCHESTER UNITED vs NOTTINGHAM FOREST

#pialadunia #pialadunia2022 #pialadunia2022qatar #qatar #liga1 #liga1indonesia #briliga1 #ligainggris #manchesterunited #mutd #manutd #nottingham #nottinghamforest #prediksi https://t.co/tMxLLz6STl",0
2022-12-26 19:45:05+00:00,Bagir_Bahar,kehancuran arsenal dimulai setelah piala dunia usai #semogasalahkataaxel,0
2022-12-26 19:42:12+00:00,kripto11indo,"JADWAL PERTANDINGAN SEPAKBOLA⚽ Hari ini Selasa, 27 Desember 2022 sampai Rabu, 28 Desember 2022 dini hari WIB:

#pialadunia #pialadunia2022 #pialadunia2022qatar #qatar #jadwalbola #indo11 #sbo #beritabola #sbo #beritasepakbola #jadwalsepakbola #sbobet #liga1 #liga1kitasatu https://t.co/jzA8Qivh4f",0
2022-12-26 19:40:05+00:00,theflankerID,"3 poin Liverpool tadi diwarnai gol apik dari Stefan Bajcetic. Pemuda 18 tahun ini menunjukkan kepercayaan diri yang bagus.

Liverpool memulai era post-Piala Dunia dengan manis. Bakal terus begini atau balik inkonsisten lagi? 🤔 https://t.co/WrNbN0QRx7",16
2022-12-26 19:34:16+00:00,ligapelangi2,"Klopp Ikut Senang Argentina Juara Piala Dunia dan Sebut Messi GOAT
Daftarkan sekarang juga!
Link : https://t.co/XROb5m6iiV
WA : +6282169213327 https://t.co/nqlbE7Q91K",0
2022-12-26 19:28:24+00:00,Seputar_LFC,Tiga poin pertama setelah jeda Piala Dunia 💪🏻 https://t.co/7A8177YEKY,1
2022-12-26 19:28:05+00:00,rapiiippp,Awal yang baik setelah piala dunia ygy https://t.co/rZEilj51Ca,0
2022-12-26 19:27:43+00:00,BIGREDS_Bandung,"FT: Aston Villa 1-3 Liverpool 

⚽ Salah
⚽ VVD
⚽ Bajcetic 

Kemenangan penting setelah break Piala Dunia. Well done, Reds! #YNWA https://t.co/TuT2xPtURe",0
2022-12-26 19:22:42+00:00,nandhani_,Nek the cure iki vibes e kaya lagu piala dunia atau kek lagu perdamaian macem we are the world ngono,0
2022-12-26 19:17:14+00:00,ishaqjanissary,"Kaum Perusak Pelangi Unjuk Gigi?

Ih, miris banget, Sob, akhir-akhir ini kaum LaGiBeTe suka banget unjuk gigi. Bahkan, saat ada ajang piala dunia pun mereka enggak sungkan untuk memboomingkan idenya yang rusak parah.

Selengkapnya di :

https://t.co/qUgP5tAdQu",0
2022-12-26 19:16:11+00:00,panggilacil,@CNNIndonesia Maneh tah iki ?? Wingi nang ndi ae pas piala dunia ? Mudik tah ?,0
2022-12-26 18:58:35+00:00,URESHIl,@marvelKangkomen @idextratime kalo di piala dunia penalti ini,0
2022-12-26 18:53:16+00:00,AsepErdogan,"Shah Rukh Khan, Alia Bhatt, Kareena Kapoor, dan Bhumi Pednekar Ikut Gembira Lionel Messi Meraih Piala Dunia - Zona Priangan - Zona Priangan https://t.co/RpvRQNjfff",0
2022-12-26 18:52:17+00:00,Darth_Aryo,@sayid__machmoed Soalnya desember tahun ini topiknya lagi ganti ribut ribut GOAT pas piala dunia kemarin 😅,0
2022-12-26 18:52:06+00:00,InfoSamarinda,"Cerita Abang Ojol Samarinda Bisa Nonton Piala Dunia di Qatar, Teman pada Tak Percaya | https://t.co/C2VxpxAZkp - https://t.co/VM3Vm7TlJg https://t.co/3NKwyRaVbU",0
2022-12-26 18:48:21+00:00,RisaAdanya,#haruskamutahu #kamuharustahu 8 stadion mewah dan canggih Piala Dunia Qatar 2022 https://t.co/UKiBpJSrZo,0
2022-12-26 18:42:37+00:00,hobi4d3,"Bocoran SLOT GACOR SPECIAL AKHIR TAHUN!
Dijamin Anti Rungkad!

Tersedia Bonus Deposit + New Member
SPONSOR RESMI PIALA DUNIA WORLD CUP 2022
https://t.co/qv0p2MFL8t

#slotgacor #slotgames #slotgacorindonesia  #slotdepositpulsatanpapotongan #slotdepositpulsa #jualbelimotor #hobi4d https://t.co/Tu2mYzTukL",0
2022-12-26 18:36:24+00:00,tribunnews,"Suporter Brentford Ejek Kegagalan Penalti Harry Kane di Piala Dunia 2022: Kamu Mengecewakan Negaramu
#LigaInggris #HarryKane #Spurs
https://t.co/5LRukZVsEb via @tribunnews",0
2022-12-26 18:35:32+00:00,JustJulyo,"@indihomejkt Jawabannya : 
Piala Dunia 2018 - Prancis🏆
Piala Dunia 2022 - Argentina🏆
#giveawayJKT #AktivitasTanpaBatas #IndiHome

Yuk ikutan!
@_intannn_ @ariffff_aiman @fajriramadhanti",0
2022-12-26 18:33:54+00:00,pattologist,"udh mau 2023 tp kok msh ada aja njir yg fanwar2 gt??? memangnya klo km menggunjing org lain, idol mu akan ksh km piala dunia kah??? km disuapin nasi sm idolmu jg engga. mending bantu cuci piring mamamu sj dik sambil dengerin lagu kipopmu itu sampe budek 😞👍",0
2022-12-26 18:24:18+00:00,aditiyaananda19,"@BetaKopites Lumayan membaik setelah piala dunia pemain yg terlihat males malesan,buat Nunez positioning dia gaada obat,tinggal finishing doang. Gua salah satu yang selalu menunggu prosesnya nunez get better and better🥰",2
2022-12-26 18:23:42+00:00,rizalwahid10,"Beres piala dunia VVD gahar lagi. Apa benar dugaan sebelum piala dunia VVD main aman dan hati hati biar ga cidera?

Maklum turnamen major pertamanya.",0
2022-12-26 18:22:20+00:00,detikcom,"Harry Kane dan Hugo Lloris saling berhadapan dalam penalti di Piala Dunia 2022. Biasa melihat mereka satu tim, Antonio Conte merasa aneh dengan pemandangan itu. https://t.co/cZI8fMFFox",2
2022-12-26 18:21:02+00:00,evannnputra,"@txtbuaya ikan hiu lawan buaya
SIUUU ndak dapat piala dunia
✌",0
2022-12-26 18:15:30+00:00,Bolanet,"Bahkan tidak hanya di EURO 2024, Lewandowski mengatakan siap sedia jika memang masih dibutuhkan pada Piala Dunia 2026. https://t.co/a6UsR5TG7u",0
2022-12-26 18:12:19+00:00,relawantuit,"wajar sih setiap pemain juga ingin tampil di piala dunia, makannya wajib jaga kebugaran",0
2022-12-26 18:08:02+00:00,tauberitamedia,"Harry Kane dan Hugo Lloris saling berhadapan dalam penalti di Piala Dunia 2022. Biasa melihat mereka satu tim, Antonio Conte merasa aneh dengan pemandangan itu. https://t.co/I4Jp6XGsee",0
2022-12-26 18:05:57+00:00,detiksport,"Harry Kane dan Hugo Lloris saling berhadapan dalam penalti di Piala Dunia 2022. Biasa melihat mereka satu tim, Antonio Conte merasa aneh dengan pemandangan itu. https://t.co/XXeHwsfmrC",0
2022-12-26 18:04:22+00:00,mabas39,"@sujiytt @diary_lonely @txtdarisisange seingatku kasus dia gesek gesekin penis nya ke penumpang cewek, ciri khas nya bawa trofi piala dunia",0
2022-12-26 18:00:45+00:00,okezonenews,"Takjub dengan Kehebatan Lionel Messi Bersama Argentina di Piala Dunia 2022, Jurgen Klopp: Dia Luar Biasa! #LengkapCepatBeritanya #Bola #SepakBola #SepakbolaDunia #BolaDunia . https://t.co/N23ToGZTvP",0
2022-12-26 17:59:57+00:00,SamsulH347,@dexglenniza Apakah itu pertanda Indonesia dimasa akan datang lolos ke piala dunia? 😁,0
2022-12-26 17:58:04+00:00,fitrarzkyz,"@idextratime @oddschecker Fix dong. Sebelumnya2 cuman menang piala liga aja bisa dapat, apalagi sekarang juara dunia, auto.",0
2022-12-26 17:53:52+00:00,harus_kamutahu,#news #berita #fakta #indonesia #viral #beritaterkini 8 stadion mewah dan canggih Piala Dunia Qatar 2022 https://t.co/O8UnnkwcVW,0
2022-12-26 17:53:17+00:00,manutd_world,"Anthony Martial: ""Bahkan ketika ia (Bruno) berada di Piala Dunia, ia mengatakan kepada saya: 'Jangan khawatir, saya akan memberi Anda banyak assist setelah ini!' Penting untuk memiliki koneksi yang baik, untuk mengetahui ke mana rekan setim Anda akan berlari misalnya.""",1
2022-12-26 17:51:51+00:00,BlackcoTanya,"Recep Tayyip Erdogan, Presiden Turki, bicara soal situasi Cristiano Ronaldo di Piala Dunia 2022. CR7 banyak dibangkucadangkan karena mendukung Palestina.

 https://t.co/MI5Pz3ChkR",0
2022-12-26 17:40:41+00:00,RisaAdanya,#beritaviral #news #beritaterkini 8 stadion mewah dan canggih Piala Dunia Qatar 2022 https://t.co/UKiBpJSrZo,0
2022-12-26 17:38:18+00:00,damn_it_gerd,Ini piala dunia bisa diulang aja ga sih? Belum siap liat klub lawak yang warna merah main,0
2022-12-26 17:30:27+00:00,badluckemy,nunggu render pake nvidia gt 710 udah kaya nunggu indo pegang piala dunia,0
2022-12-26 17:29:24+00:00,Deeptal10572158,Sepatu messi pertama dan yang terakhir kalinya di piala dunia.  #FIFAWorldCupQatar2022 https://t.co/l1F73zw0wv,0
2022-12-26 17:21:13+00:00,Ruswand52798788,"Pelatih  Jepabg Moriyasu tetap dipakai ,meski Jepang kalah usai piala dunia  .karna telah berhasil membawa timnya sukses ke Qatar. https://t.co/9bH27WWhn7",0
2022-12-26 17:20:31+00:00,10ahmadhafidz,1. Copa America vs Brazil (juara bertahan Copa America) 2. Finalissmia vs Italia (juara bertahan Euro/Eropa) 3. Piala Dunia vs Perancis (juara bertahan Piala Dunia),0
2022-12-26 17:19:25+00:00,10ahmadhafidz,"Sebelumnya 5 kali kalah di final, 3 diantaranya berturut-turut. 2014 Kalah di final Piala Dunia, 2007, 2011, 2015 &amp; 2016 kalah di final Copa America. Akhirnya di 2021-2022 kurang dari 25 pertandingan langsung sapu bersih 3 major trophy berturut-turut. https://t.co/MYXQhj3ih9",0
2022-12-26 17:14:51+00:00,ismeliala,Kmaren begadang gegara Piala Dunia sekarang boxing day 💆🏻💆🏻💆🏻,0
2022-12-26 17:14:48+00:00,urpa9ex,Respons Kocak Toni Kroos yang Dicap Biang Kerok Jerman Tersingkir dari Piala Dunia - 17 bulan Setelah Pensiun! | https://t.co/MbZKNtbAPn Indonesia https://t.co/SB9u9I5roA,0
2022-12-26 17:14:16+00:00,nadewia_,"Jujur, terakhir kali jadi penonton bola luar negeri tuh sekitar SD-SMP. Jaman lagi suka-sukanya sama David Villa, Torres, Van Persie, Casillas 🫶

Intinya sih semoga diberi umur panjang biar bisa ikut menikmati euforia Piala Dunia lagi kaya kemarin. Aamiin~ https://t.co/mXv9uiXrQc https://t.co/SCC1abtUIM",0
2022-12-26 17:06:40+00:00,mekaflns_,"@jurgenholic Nunez 2 goal gen malam ini.. kalo ga bikin goal ya maklumin aja, capek abis piala dunia 🙏🏻🙏🏻",0
2022-12-26 17:04:41+00:00,sazkiii,"@idextratime pantes aja ga lolos piala dunia, model chris smalling masih direbutin &amp; dibicarakan. di la liga yg dibcarakan gavi, pedri, vini. liga inggris mount, foden. bundesliga musiala, bellingham. kesel anjir pemain tuaaa trus 😔",0
2022-12-26 17:03:18+00:00,ferizandra,"Media berita Inggris BBC selalu memuat berita negatif tentang Qatar. Opening Ceremony Piala Dunia 2022 pun gak disiarkan.

Kali ini BBC Sport mengadakan polling Piala Dunia terbaik di abad ini. Hasilnya 78% netizen memilih Piala Dunia 2022 di Qatar adalah yang terbaik. 😄😄😄 https://t.co/lZz095SWme",16
2022-12-26 17:02:52+00:00,Arenanews1,Bayern Munchen Tikung Kiper Muda Finalis Piala Dunia 2022 dari Manchester United dan Chelsea – Goal – https://t.co/dUWssFBa3b – #Arenanews #Kamidi #Opsiminfo-https://t.co/yDORfYz6jl,0
2022-12-26 17:01:04+00:00,_Gin4JD,"2 pemain out di laga pertama setelah hiatus piala dunia.
Astaga https://t.co/6qOoRfCF1j",0
2022-12-26 17:00:46+00:00,kopimanisyo,Bayern Munchen Tikung Kiper Muda Finalis Piala Dunia 2022 dari Manchester United dan Chelsea – Goal – https://t.co/iWo3S0x6tM – #Arenanews #Kamidi #Opsiminfo https://t.co/zTmjJCfcDp,0
2022-12-26 16:57:10+00:00,detikcom,"Sial betul nasib mantan pelatih Brasil, Tite, selepas gelaran Piala Dunia 2022. Tite dijambret di tengah jalan, lalu dimaki-maki oleh pelaku. https://t.co/1sA6YaFjJz",0
2022-12-26 16:48:31+00:00,UlgadMaulano,"@SerieA_Lawas Smoga masuk piala dunia, 2 musim berturut2 kaga ikut, krna ga ikut, namain nya piala musim dingin, wkwkww maksa",0
2022-12-26 16:40:30+00:00,GOAL_ID,"Graham #Potter mengakui buruknya performa #Chelsea sebelum #PialaDunia 

https://t.co/PuJsssgul3",0
2022-12-26 16:40:00+00:00,NunoSihombing,@GOAL_ID Tim pertama di Piala Dunia yang dapat 6 penalti sepanjang turnamen.,0
2022-12-26 16:38:49+00:00,dindhaek,@Anitadhyana @starfess Dicaptionnya aja sampe ditulis kalo mereka ramenya kaya pas korea masuk 16 besar piala dunia 😂,0
2022-12-26 16:37:33+00:00,ngantumalam,@idextratime Kualitas bola kaki indonesia wkwkwk. Mimpi mau main piala dunia,0
